,CANT,DESCR,PRECIO_UNITARIO,COSTO_TOTAL_CALCULADO
1142,4,"CAS INOX 3/8""ØX4"" 400W 127V EXT 1M/SOGUI",698.0,0.0
1143,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,6310.2
1144,3,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,1921.52
1145,1,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,197.53
1146,6,"TUB INOX 7/16""ØX72CM 1000W 220V RECTA",619.5,460.25
1147,1,"TUB INOX 1/4""ØX215MMX175MM 820W110V CUAD",699.5,70.7
1148,1,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",650.0,316.45
1149,6,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,413.4,559.81
1150,10,CARTUCHO 8MMØ X290MM 500W 220V,415.0,1007.01
1151,10,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,1247.67
1152,10,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,541.25,1321.62
1153,7,CARTUCHO DE 8MM X 590MM LONG. 500W 220V,708.0,972.31
1154,10,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,1192.74
1155,10,"CARTUCHO ALTA 1/4 Ø X 12 500 W 220V""",1615.25,521.21
1156,3,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,1758.97
1157,1,BAN P INOX 121MMX121MM 250W 240V ESP,662.57,47.84
1158,1,BAN P INOX 255MMX120MM 1250W 240V T/TOR,815.07,99.37
1159,1,BAN P INOX 260MMX186MM 1800W 240V T/TOR,876.98,142.2
1160,1,BAN P INOX 120MMX47.5MMX23MM 250W 240V T,588.0,39.85
1161,10,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,1314.54
1162,10,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,1376.26
1163,1,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,203.69
1164,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29
1165,3,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,382.87
1166,6,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",2895.47,6716.37
1167,1,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",670.69,331.33
1168,1,"TUB INOX 1/4""ØX113CM 1000W 127V ESPECIAL",1466.21,379.55
1169,6,CAS INOX 8MMØX120MM 350W260V EXT.1.5MT,1026.8,494.02
1170,6,CAS INOX 12.5MMØX200MM 1300W260V EXT1.5M,1165.0,1475.75
1171,1,REPARACION DE TERMINALES DE CARTUCHO,485.0,67.84
1172,2,"TUA INCOLOY 1/2""ØX59CM 15KW220V T2 1/2""",5765.49,4993.3
1173,11,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,10806.45
1174,5,PISTOLA DE AIRE 3500W 220V,720.0,650.58
1175,6,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,472.05
1176,1,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,414.84
1177,2,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,829.67
1178,1,BAN INOX 225MMØX39MM 400W 127V EXT30CM,906.05,117.24
1179,1,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",609.84,173.0
1180,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,222.0
1181,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",353.45,57.6
1182,2,"TUB INOX 7/16""x105CMS 1500W 220V BUSHING",925.0,436.67
1183,1,BOB DSD CAL.15 9.5MMØX2MT 1680W127V GAZA,805.5,57.07
1184,8,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",553.0,775.7
1185,5,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,840.0,800.11
1186,2,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,3863.23
1187,3,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM",565.4,271.25
1188,12,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",1219.74,3016.4
1189,6,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",1022.67,1282.59
1190,10,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",1386.16,2913.27
1191,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",790.0,89.76
1192,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",790.0,72.34
1193,1,BAN P INOX 168MMX88MM 300W 240V EXT50CM,852.0,150.44
1194,1,BAN P INOX 115MMX93MM 300W 240V EXT50CM,755.0,53.71
1195,1,BAN P INOX 178MMX110MMX150MM 500W240V,852.0,108.81
1196,3,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,1416.65
1197,1,"TEA K 3/16""ØX3/4"" EXT1.5MT CON-1/8"" NPT",620.2,170.55
1198,2,"TUB INOX 5/16""ØX114CM 1500W 220V U 1NPT",1642.35,926.71
1199,1,"TUB INOX 1/2""ØX85CM 22KW 440V CLIP/PLAC",8121.2,3280.08
1200,1,"TEA J 3/16""ØX40CM EXT3MT C/TORNILLO 1/4""",742.45,166.83
1201,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1202,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1203,8,BC INOX 137MMØX100MM 1800W 240V BLOCK,2529.4,5304.97
1204,4,BAN P INOX 45MMX200MM 350W 240V EXT30CM,608.36,176.5
1205,4,BAN P INOX 70MMX122MM 350W 240V EXT30CM,636.38,170.28
1206,2,"BAN INOX 2""ØX7"" 750W 127V EXT.30CM CANTO",1070.6,350.67
1207,4,"BOQUILLA 2X2""  350W 240V""",462.0,1200.0
1208,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,96.4
1209,2,"CAS INOX 1/4""ØX5 1/2"" 400W 240V EXT30CM",545.0,76.84
1210,2,"CAS INOX 1/4""ØX6"" 400W 240V EXT30CM",585.0,106.65
1211,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,488.0,253.43
1212,6,"CAS INOX 1/2""ØX4"" 600W 240V EXT3M 30CMSI",1098.74,1412.1
1213,1,"CAS INOX 1/2""ØX4"" 600W240V EXT3M PLI30CM",1177.25,277.2
1214,1,"TEA J 1/4""ØX8"" EXT1.5MT C/TORNILLO-3/8""Ø",601.5,145.23
1215,1,BAN M/LUNA 280MMØX260MM 3000W 440V CLAV,5901.45,1047.18
1216,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,531.27
1217,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,820.82
1218,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,502.72
1219,2,"TER J 3/16""ØX2"" EXT50CM ZAP/PIN",378.26,198.45
1220,20,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,426.55
1221,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.68
1222,1,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,1931.62
1223,1,REP. DE ELEMENTO TK CAL.20X36.5XCM,745.69,78.38
1224,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1225,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1226,4,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,6885.12
1227,1,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",768.5,63.09
1228,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,125.91
1229,2,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP",623.37,139.11
1230,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.25,62.95
1231,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.68,531.27
1232,1,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR",429.25,81.99
1233,6,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH",986.0,1414.5
1234,4,CAM INOX 10MMØX16CM 400W240V RECT EX30CM,545.0,253.47
1235,1,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,521.55
1236,15,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,175.31,1141.15
1237,3,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,611.8,634.09
1238,1,"FAB. TUBO INOX 1/2""Ø C40 X 1.7M C/ALETAS",9499.6,544.48
1239,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1240,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0,48.2
1241,6,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,762.68
1242,2,"CAS INOX 5/8""ØX9"" 500W 240V EXT30CM",812.93,290.03
1243,1,REPARACION DE TANQUE DE BAÑO MARIA 127V,1364.0,0.0
1244,4,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,251.81
1245,10,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,1314.54
1246,7,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,963.38
1247,25,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,5092.2
1248,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29
1249,4,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",669.55,395.3
1250,4,"TUB INOX 5/16""x625mm 950W 220V U",669.55,449.36
1251,6,"TUB INOX. 5/16 Øx625mm 850W,220V U",669.55,598.95
1252,2,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,2481.59,0.0
1253,1,REPARACION DE HORNO LINDBERG/BLUE M,17450.0,0.2
1254,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,102.71
1255,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,136.41
1256,2,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2566.15,2328.4
1257,4,"TUB INOX 1/2""ØX850MM 6000W 240V ALET/PLA",2042.41,2654.96
1258,1,"TUB INOX 1/4""ØX65MM 180W 127V CIRCU/BASE",486.0,18.45
1259,2,"TUB INOX 7/16""ØX36CM 2000W 240V ""M"" BUSH",1532.05,679.81
1260,3,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,1327.51
1261,11,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,7445.6
1262,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,278.0
1263,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",325.0,96.83
1264,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",635.97,89.76
1265,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17,72.34
1266,1,"TER J 1/4""ØX3 1/2"" CON-1/2""-1/2"" EXT30CM",439.66,420.67
1267,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,1606.58
1268,2,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,770.19
1269,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,6323.81
1270,1,"PT-100 3/16""ØX3"" CON 1/2""-1/2"" NPT C/MAR",900.0,0.0
1271,1,"PT-100 3/16""ØX15CM CON1/2""-1/2"" C/MAR",945.0,518.43
1272,12,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,2914.4,5553.94
1273,3,BAN M/LUNA 220MMØX155MM 1500W 440V C/STD,951.04,626.65
1274,5,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,120.0,337.86
1275,3,"TUB INOX 5/16""ØX27CM 1000W 240V ESPECIAL",1086.48,202.67
1276,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,115.2
1277,2,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,9208.38
1278,1,"TUB INOX 1/2""ØX365MM 1650W127V ""M"" A 90°",1417.1,408.31
1279,6,PISTOLA DE AIRE 3500W 220V,720.0,778.18
1280,2,BAN P 38MMX105CM 1000W 240V T/TOR C/TK,863.14,514.21
1281,5,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",650.0,1628.92
1282,5,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,1664.51
1283,1,"TUB INOX 1/4""ØX260CM 500W 240V RECTA TOR",610.0,197.83
1284,1,"TUB INOX 1/4""ØX235CM 500W 240V RECTA TOR",610.0,178.15
1285,1,"TUB INOX 1/4""ØX225CM 500W 240V RECTA TOR",610.0,171.15
1286,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.13,48.2
1287,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",165.51,48.1
1288,1,PLACAS DE FIBRA CERAMICA BARRENADAS,27808.0,654.34
1289,2,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE",519.0,156.48
1290,2,REPARACION DE BOBINA 1800W 240V,993.12,85.31
1291,6,"TUB INOX 7/16""ØX34CM 3200W 220V ""M"" BUSH",1366.13,2369.31
1292,6,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,539.86
1293,3,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,387.85
1294,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,435.72,153.85
1295,10,"CAS 1/2""ØX17"" 1800W 480V EXT.15CM",1699.0,2514.71
1296,1,REPARACION DE BATIDOR 16.6KW 440V,14000.0,277.5
1297,1,"TUB INOX 1/4""ØX28CM 15KW 240V CLIP BUS/P",6591.1,1541.46
1298,1,"TER J 3/16""Øx1 1/2"" EXT 15 MTS.",1289.0,519.45
1299,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.5,662.99
1300,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,462.0,153.85
1301,1,"TUB INOX 7/16""ØX44.5CM 3000W127V ""U"" BUS",1223.38,264.62
1302,3,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,597.15
1303,3,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1270.84,991.99
1304,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,669.0,194.99
1305,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,96.4
1306,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,126.62
1307,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,65.16
1308,5,"TER J 3/16""ØX223MM EXT1MT DOBLEZ A  90°",561.7,308.87
1309,5,"TER J 3/16""ØX120MM EXT1MT DOBLEZ A  90°",542.65,257.43
1310,10,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,1444.0
1311,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,115.2
1312,8,"CBS 5/16""ØX21.1/4"" LON 500W,230V EXT1.5M",1056.55,2692.66
1313,1,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0,1318.1
1314,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,717.87,662.99
1315,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,372.32
1316,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,410.41
1317,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,502.72
1318,4,"TUB INOX 5/16""ØX2 1/2""Ø 350W 260V EXT 1M",3788.69,483.02
1319,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1320,5,"TE ""K"" TIPO LANZA 1/2""Ø X 1331MMC/PLICA",9981.1,2499.93
1321,1,BAN INOX 87MMØX35MM 500W 240V C/ALLEN,958.3,157.64
1322,1,REAPARCION DE SELLADORA,802.0,63.9
1323,1,"TUB INOX 5/16""ØX295MM 12KW 240V CLIP/PLA",5309.11,1292.27
1324,2,"TUB INOX 5/16""ØX130MMØ 400W127V CIRCULAR",696.0,60.89
1325,8,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",1801.38,3985.6
1326,4,"PT-100 5/16""ØX45CM EXT 10MT MALLA/RESO",2360.0,3845.43
1327,20,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,11843.56
1328,6,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,5618.0
1329,6,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,3890.0,6802.89
1330,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,886.28
1331,2,BB INOX 34MMØX40MM 100W 127V STD C/TJ,728.43,337.07
1332,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,6026.11
1333,1,"TUB INOX. 5/16"" Øx2085mm ESP 1900W 230V",1318.7,919.68
1334,1,CBS INOX 14MMØX89CM 2000W240V EXT30CM,1009.65,286.34
1335,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",827.59,227.18
1336,1,CAM INOX 16MMØX165MM 1000W 240V EXT30CM,873.75,137.33
1337,1,CAM INOX 16MMØX160MM 900W 240V EXT.30CM,735.0,139.65
1338,6,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,1680.81
1339,6,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,539.86
1340,1,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,448.24
1341,2,"TUB INOX 7/16""ØX50CM 4500W440V ""U"" 2""NPT",3643.7,0.0
1342,9,"TUB INOX 7/16""ØX63CM 2250W 440V ALETA/BU",1512.12,0.0
1343,1,"BAN INOX 7""ØX3"" 2200W 220V CLAV/ALLEN",1800.69,328.36
1344,1,BB INOX 38MMØX76MM 300W 120V C/TJ,1158.51,78.25
1345,8,"CART INOX 1/2"" Øx4"" 500W 120V CABLE 25CM",909.56,2031.23
1346,4,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",955.38,633.45
1347,8,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",710.0,775.7
1348,1,"TUB INOX 5/16""Øx695mm ESP 650W 120V",1385.5,140.88
1349,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,213.85
1350,6,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,1806.71
1351,9,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,2695.79
1352,1,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,499.2
1353,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,237.03
1354,6,"TEA J 1/4""ØX70CM EXT50CM TORM8/LOCO CLAV",620.35,762.35
1355,1,REPARACION DE HORNO 1500W 127V,13688.0,0.0
1356,1,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,293.13
1357,1,"CAS INOX 1/2""ØX13CM 250W 220V CON-1/2""",1121.7,291.13
1358,1,"TUB INOX 5/16""ØX172MM 1650W120V CIRCULAR",1302.15,196.44
1359,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,288.8
1360,1,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,18482.78,1734.88
1361,25,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,1457.2,11537.18
1362,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,213.85
1363,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,1864.79
1364,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1365,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,6311.82
1366,10,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,1190.47
1367,3,"TUB INOX 7/16""ØX280CM 2000W 240V RECTA",1385.9,0.0
1368,10,"TEA K 5/8""ØX30CMX51CM C/MARINA 90° ""L""",1613.26,6681.26
1369,4,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP",420.0,150.59
1370,2,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH",1166.63,720.39
1371,2,"TUB INOX 5/16""Øx930mm 1000W 127V CAPUCHO",576.65,733.23
1372,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1373,3,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,172.8
1374,1,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC",3045.5,0.0
1375,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",689.63,227.18
1376,4,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",3416.0,444.27
1377,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",815.0,222.0
1378,3,"TUB INOX 3/8""ØX400MM 1800W230V ""M"" ALE/B",1449.3,1364.17
1379,6,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,395.29,584.96
1380,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,266.0,389.19
1381,4,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,655.5,1226.13
1382,1,"CBS 5/8""ØX330MM 1000W 240V CON1/2"" NPT",1435.2,355.52
1383,1,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,414.88
1384,2,"TUB INOX 1/4""ØX178MM 750W 110V ESP/CABLE",1110.0,166.8
1385,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,2345.29
1386,6,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,4968.0
1387,5,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,2212.51
1388,2,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,721.39
1389,1,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1311.27
1390,5,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,3866.04
1391,12,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,3090.0,1079.71
1392,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",410.0,57.6
1393,1,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ",11809.98,2335.2
1394,6,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",2494.8,3722.84
1395,2,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",700.0,651.57
1396,3,"PT-100 3/8""ØX3CM EXT30CM TEFLON 3HILOS",478.0,198.93
1397,26,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,3417.8
1398,10,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,1376.26
1399,5,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",729.57,1160.05
1400,5,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",737.62,1181.01
1401,10,"CAS 5/8""ØX14"" 240V 2000W EXT1MT",1357.5,4055.46
1402,1,"TUB INOX 5/16""ØX250MM 2000W 240V ""M"" BUS",1325.07,0.0
1403,16,"CBS INOX 5/8""ØX66CM 800W 480V EXT30CM",1981.88,5337.9
1404,2,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1392.92
1405,10,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,1073.25
1406,4,"CAR INOX 3/8""Øx8"" 900W, 240V CABLE 30CMS",759.0,2726.1
1407,1,REPARACION DE PLANCHA DE CARTUCHOS 220V,5668.99,1319.88
1408,1,REPARACION DE MAQUINA,2300.0,99.68
1409,6,"TUB INOX 1/2""ØX40CM 4000W 220V ""M"" BUSH",2959.68,7120.54
1410,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,635.0
1411,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",1000.0,226.23
1412,1,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,4579.08
1413,5,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1897.27,390.43
1414,3,"TIRA INOX 38MMX6"" 150W 127V T/TIPO H",510.0,153.49
1415,6,BAN P INOX 1800x25mm 2800W 440V. CABLE,1888.0,1767.02
1416,3,"TER J 3/16""ØX1/2"" EXT3MT MALLA INOX  Z/E",439.15,369.62
1417,2,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,925.82,130.63
1418,2,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1910.5,572.25
1419,2,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",2020.42,843.82
1420,2,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1177.07,954.32
1421,6,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",712.0,613.88
1422,6,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM",718.6,628.12
1423,3,"TUB INOX 5/16""ØX300MM 5300W 220V ""M"" ESP",2182.35,1789.64
1424,1,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,1884.35
1425,10,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1406.0,806.55
